"","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1",0.457369798484404,0.465939937810229,0.444485044013214,0.514814047213517,0.459312233014278,0.572159127334891,0.61642186435185,0.627998688932399,0.563779509212006,0.635269921445352,0.488819517716147,0.531984513484166,0.509879351206011,0.503046344448758,0.538298061459449,0.395122375012083,0.501354440764326,0.473681296189132,0.440468709481123,0.511694204454501,0.578297502870118,0.510474221476246,0.573530097970422,0.585152197229045,0.555234014267045
"2",0.536756296688639,0.566235582728724,0.539566071298955,0.523372809771164,0.574063930766937,0.637688995261451,0.669465516042779,0.672751995071416,0.65862729756722,0.654912665829371,0.486171134736793,0.50201741677495,0.444138407069403,0.453367149846477,0.435377717556802,0.430285038551568,0.465875110563244,0.482058324560221,0.436791104039547,0.480711968875508,0.499527945464602,0.520293872881982,0.507202992949514,0.503557442119181,0.553156747704982
"3",0.601233065115512,0.622150848341808,0.61084622037666,0.635520352753658,0.675358135291277,0.488019298524568,0.486452484467276,0.448105688248278,0.437537068460547,0.502891877358305,0.61341602922146,0.597317023520676,0.646674530771734,0.599174157239958,0.640186117652342,0.619527763454994,0.631667714137653,0.681327155383939,0.619763334637762,0.586002289099711,0.455171520870759,0.542389480700475,0.489776053484408,0.482919455612168,0.478734021227162
"4",0.491568861552639,0.460720902861408,0.466930816758663,0.514512023445417,0.520055682403694,0.399291224940666,0.373274658094109,0.341725564634261,0.459365141931892,0.339894742461589,0.559834482894338,0.599602183022877,0.589963987443885,0.516972500963776,0.634021530070658,0.482585784154672,0.477183277969864,0.507399862261048,0.502179438304175,0.47290186493048,0.432875525651687,0.457995238923447,0.533178216253059,0.453378120929081,0.488552242622492
"5",0.462011502200635,0.49624638601011,0.438057051082846,0.516525795565189,0.461945382344285,0.628002184979399,0.625005278725994,0.599540986538311,0.625697354323256,0.633887298937886,0.546719194679309,0.600770377500283,0.567258128286121,0.556749349812621,0.526819223173437,0.47965713279767,0.470926070147947,0.503561168343207,0.49791444895547,0.45924131669272,0.512807415836713,0.537097257329225,0.592016213100501,0.525957575631229,0.556943739348789
"6",0.588212755557867,0.612708090378831,0.552512399119359,0.5563469007271,0.528649660166014,0.360673263211722,0.354299679975551,0.312301590267661,0.379728664862306,0.337302035620948,0.535184296053917,0.50563851942478,0.525366187233992,0.517814952978556,0.515536301451111,0.294099955031484,0.414571617358148,0.363693563543849,0.316541495165605,0.311353026697333,0.422422614687856,0.417595874816723,0.455679329130522,0.459717574453495,0.481004954083242
"7",0.573804020877831,0.548470348521071,0.607844747336821,0.583031012833307,0.647966707987679,0.538499695946804,0.514266141799,0.593554049092753,0.514652662837528,0.497866366754016,0.484172500869032,0.552857490779559,0.475656727526607,0.512540962063314,0.472022085993843,0.578605788787099,0.600160604200744,0.641461347846336,0.650451571476614,0.57344071577342,0.674637122618231,0.593173692370797,0.54963090824106,0.581922024941498,0.669051409709628
"8",0.599056374207833,0.615753598862151,0.545768409597771,0.595806896262569,0.504680609880392,0.413224252020745,0.393517350699563,0.433310728282249,0.427229822436569,0.433818698380684,0.459804365854804,0.527113915137651,0.439383219031707,0.483028310825142,0.499974357030593,0.691006898358212,0.677002004760637,0.681363992237997,0.721849206804817,0.680634113270867,0.728351870677286,0.642107677059313,0.640347332729881,0.626653980776611,0.735165742947079
"9",0.580104942717451,0.524980590199797,0.571981775960432,0.548154315084762,0.557332667635979,0.487203846057807,0.454445850445446,0.416098586595122,0.504654105138161,0.439902267529302,0.568539465044556,0.426877463942324,0.554336370110243,0.554679075885254,0.492135246566303,0.562344726836573,0.531582980398327,0.515917958714009,0.595246327525099,0.541488273169329,0.529197888878775,0.499327333495503,0.484589800848584,0.488151943170971,0.538327231198805
"10",0.368353462955526,0.352740236340834,0.351519269122183,0.359737598846443,0.39134303825402,0.657071647834922,0.698795495861075,0.639765550258118,0.647682276004148,0.69408218023707,0.584294900830294,0.61444996068158,0.628507504741417,0.583188090024302,0.618898555824997,0.580090123154717,0.660915356909282,0.639339331731569,0.60927075925868,0.604531019827398,0.554371116175827,0.60043206261612,0.533189071866128,0.560909923794424,0.561761148696603
"11",0.480677953619517,0.487119817077321,0.451248727680521,0.463184032883,0.458188535508176,0.576424786348333,0.602942847021528,0.6085974489395,0.563257310870001,0.63359204305979,0.601333941357367,0.513989536401683,0.609046030490295,0.549088655248236,0.576051691558055,0.547172878965106,0.581485727986602,0.607915835809111,0.629776918884812,0.550712847761268,0.626558811557045,0.609589173952863,0.565859665697157,0.589558447440605,0.659150718427756
