"","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"1",0.502094669267535,0.637585284933448,0.471799079328775,0.639863376319408,0.518134115636349,0.872351348400116,0.809640073776245,0.82975095808506,0.763560682535172,0.927245700359345,0.554318526387215,0.658115059137344,0.512523585557938,0.549598500132561,0.570117028057575,0.304713313560933,0.529262553527951,0.392322019208223,0.491075242310762,0.436223271489143,0.503868312388658,0.737313207983971,0.539039543271065,0.620487247407436,0.716936978697777
"2",0.551918566226959,0.567480458319187,0.535807299613953,0.61652486808598,0.543090609833598,0.818679404258728,0.852983796596527,0.896631318330765,0.867092573642731,0.887668859958649,0.415613841637969,0.358987912721932,0.318439352884889,0.414685901254416,0.413039936497808,0.302831916883588,0.401612318493426,0.478612986207008,0.482725490536541,0.37479339055717,0.489170012623072,0.527114090323448,0.612780080735683,0.507397249341011,0.571107247471809
"3",0.817270058393478,0.779755920171738,0.749124851822853,0.756717029213905,0.826289612054825,0.533779683709145,0.617822884768248,0.410668956115842,0.510256785899401,0.383228170126677,0.698676306009293,0.860709679126739,0.841051372885704,0.806273552775383,0.807758155465126,0.535192329436541,0.674990037828684,0.823302829265595,0.595832392573357,0.714459669589996,0.391583088040352,0.632426068931818,0.468562480062246,0.365171407721937,0.53334898352623
"4",0.595221109688282,0.578437278419733,0.617940099537373,0.538760863989592,0.622167390584946,0.309356717113405,0.453559376858175,0.364038494601846,0.389351485669613,0.449842702504247,0.597461050748825,0.73514170050621,0.673167710751295,0.611715607345104,0.691269351541996,0.348244140367024,0.348032560478896,0.475269747152925,0.444632437312976,0.352493718639016,0.313365790620446,0.29547349922359,0.554300272092223,0.411483244225383,0.443260472267866
"5",0.520061966311187,0.402083280682564,0.362609027326107,0.528452739864588,0.46250779479742,0.694266879558563,0.768874108791351,0.652805584669113,0.763639977574348,0.720452442765236,0.52800370901823,0.594983658194542,0.495783403515816,0.543584444373846,0.523116339743137,0.318505320884287,0.431620498374104,0.536344236135483,0.427489318652079,0.374945910274982,0.495341018587351,0.551400039345026,0.617419318854809,0.738740628957748,0.602482242882252
"6",0.655592952668667,0.605046066641808,0.48216370344162,0.533137116581202,0.574041182920337,0.164673576224595,0.116607793327421,0.124837690126151,0.355160574987531,0.16822922131978,0.413848689757288,0.421668623387814,0.384074498713017,0.459634247981012,0.493669790029526,0.156721565802582,0.279792623408139,0.299400442838669,0.208999552577734,0.126293286308646,0.396787498891354,0.425259773433208,0.271119651943445,0.466747272759676,0.412224411964417
"7",0.733980318903923,0.74853929579258,0.784809383749962,0.627051362395287,0.790330344438553,0.750264993309975,0.811358017101884,0.685561150312424,0.663553318381309,0.61343462690711,0.611090588569641,0.529663194715977,0.508052222430706,0.6218863889575,0.585668048262596,0.573734296858311,0.603027529455721,0.850814890861511,0.573998735845089,0.706182727217674,0.874022105336189,0.687352851033211,0.734049654006958,0.700541195273399,0.742811125516891
"8",0.570337948575616,0.342726549878716,0.505970595031977,0.549116013199091,0.408424255996943,0.367154740542173,0.395077000744641,0.411271591484547,0.296856828778982,0.343103518337011,0.551180225261487,0.591474801301956,0.476878731697798,0.61581594273448,0.566139677166939,0.795602437853813,0.762936626467854,0.880062082409859,0.794432437419891,0.873674875497818,0.896109643578529,0.723306226730347,0.777029651403427,0.773912745714188,0.858212161064148
"9",0.581689222157001,0.685876727476716,0.64537381529808,0.527791510522366,0.572585552930832,0.488358171284199,0.553703003190458,0.413594675436616,0.44723663777113,0.441518502682447,0.614408846199513,0.410620216280222,0.46792806442827,0.581530714035034,0.325477814115584,0.613137355446815,0.659500497579575,0.569768306612968,0.693889245390892,0.559124926291406,0.612078680098057,0.4706402733922,0.451608900725842,0.57889463417232,0.561522501707077
"10",0.191262712155003,0.273471678420901,0.178241407312453,0.278779948875308,0.361017407476902,0.749559950828552,0.876614290475845,0.778065010905266,0.790902552008629,0.880910164117813,0.543518607318401,0.843175363540649,0.814061567187309,0.733848524093628,0.824947075545788,0.456737133394927,0.799920758605003,0.662645027041435,0.539708820357919,0.642873283103108,0.686709600687027,0.844211286306381,0.503330338001251,0.611229771375656,0.53286864310503
